Kind,Name,File,Cyclomatic,CountLineCodeExe
Static Function,"new_branch",git\fast-import.c,3,17
Function,"new_http_object_request",git\http.c,14,78
Function,"new_http_pack_request",git\http.c,4,35
Static Function,"new_object",git\fast-import.c,2,5
Static Function,"new_parent",git\builtin\commit-tree.c,3,7
Static Function,"new_tree_content",git\fast-import.c,6,18
Static Function,"new_tree_entry",git\fast-import.c,3,11
Static Function,"next_arg",git\imap-send.c,9,21
Static Function,"next_cache_entry",git\unpack-trees.c,3,8
Static Function,"next_flush",git\fetch-pack.c,3,6
Static Function,"next_interesting_parent",git\graph.c,4,6
Static Function,"next_match",git\grep.c,6,14
Static Function,"next_quote_pos",git\quote.c,4,5
Static Function,"nfsnprintf",git\imap-send.c,2,5
Static Function,"nfvasprintf",git\imap-send.c,3,7
Static Function,"no_numbered_callback",git\builtin\log.c,1,1
Static Function,"no_try_delta",git\builtin\pack-objects.c,3,6
Function,"no_wildcard",git\dir.c,1,1
Static Function,"nodate",git\date.c,1,6
Static Function,"noindex_filespec",git\diff-no-index.c,3,7
Static Function,"non_ascii",git\pretty.c,1,1
Struct,"non_note",git\notes.c,,0
Static Function,"non_note_cmp",git\notes.c,1,1
Static Function,"normalize_argv_string",git\test-path-utils.c,4,8
Static Function,"normalize_ceiling_entry",git\test-path-utils.c,6,16
Static Function,"normalize_file",git\ll-merge.c,2,5
Function,"normalize_path_copy",git\path.c,1,1
Function,"normalize_path_copy_len",git\path.c,20,46
Static Function,"normalize_value",git\builtin\config.c,9,19
Static Function,"not_callback",git\builtin\grep.c,1,3
Static Function,"not_found",git\http-backend.c,2,8
Static Function,"note2mark_cb",git\remote-testsvn.c,4,10
Static Function,"note_change_n",git\fast-import.c,21,67
Struct,"note_delete_list",git\notes.c,,0
Static Function,"note_tree_consolidate",git\notes.c,4,11
Static Function,"note_tree_find",git\notes.c,3,6
Static Function,"note_tree_free",git\notes.c,5,8
Static Function,"note_tree_insert",git\notes.c,14,53
Static Function,"note_tree_remove",git\notes.c,6,21
Static Function,"note_tree_search",git\notes.c,6,24
Static Function,"note_variable",git\sh-i18n--envsubst.c,1,4
Static Function,"note_variables",git\sh-i18n--envsubst.c,1,3
File,"notes-cache.c",git\notes-cache.c,,45
File,"notes-cache.h",git\notes-cache.h,,0
File,"notes-merge.c",git\notes-merge.c,,443
File,"notes-merge.h",git\notes-merge.h,,0
File,"notes-utils.c",git\notes-utils.c,,93
File,"notes-utils.h",git\notes-utils.h,,0
File,"notes.c",git\notes.c,,608
File,"notes.c",git\builtin\notes.c,,622
File,"notes.h",git\notes.h,,0
Struct,"notes_cache",git\notes-cache.h,,0
Function,"notes_cache_get",git\notes-cache.c,2,6
Function,"notes_cache_init",git\notes-cache.c,2,9
Static Function,"notes_cache_match_validity",git\notes-cache.c,3,12
Function,"notes_cache_put",git\notes-cache.c,2,3
Function,"notes_cache_write",git\notes-cache.c,6,15
Static Function,"notes_copy_from_stdin",git\builtin\notes.c,10,38
Static Function,"notes_display_config",git\notes.c,3,6
Function,"notes_merge",git\notes-merge.c,21,83
Function,"notes_merge_abort",git\notes-merge.c,2,7
Function,"notes_merge_commit",git\notes-merge.c,13,44
Struct,"notes_merge_options",git\notes-merge.h,,0
Struct,"notes_merge_pair",git\notes-merge.c,,0
Struct,"notes_rewrite_cfg",git\notes-utils.h,,0
Static Function,"notes_rewrite_config",git\notes-utils.c,7,20
Struct,"notes_tree",git\notes.h,,0
Static Function,"notify_parent",git\run-command.c,1,1
Static Function,"nth_line",git\builtin\blame.c,1,1
Static Function,"nth_line",git\line-log.c,2,7
Struct,"nth_line_cb",git\line-log.c,,0
Static Function,"nth_line_cb",git\builtin\blame.c,1,1
Function,"nth_packed_object_offset",git\sha1_file.c,3,12
Function,"nth_packed_object_sha1",git\sha1_file.c,5,13
Static Function,"nth_tip_table_ent",git\builtin\name-rev.c,1,2
Static Function,"null_filter_fn",git\convert.c,4,10
Static Function,"null_free_fn",git\convert.c,1,0
Static Function,"null_strdup",git\builtin\apply.c,2,1
Static Function,"num_parents",git\builtin\for-each-ref.c,2,5
Static Function,"num_scapegoats",git\builtin\blame.c,2,4
Static Function,"number_callback",git\test-parse-options.c,1,2
Static Function,"numbered_callback",git\builtin\log.c,3,4
Static Function,"numstat_patch_list",git\builtin\apply.c,4,7
Struct,"obj_buffer",git\builtin\unpack-objects.c,,0
Struct,"obj_info",git\builtin\unpack-objects.c,,0
Struct,"object",git\object.h,,0
File,"object.c",git\object.c,,196
File,"object.h",git\object.h,,0
Struct,"object_array",git\object.h,,0
Public Struct,"object_array::object_array_entry",git\object.h,,0
Function,"object_array_filter",git\object.c,5,11
Function,"object_array_remove_duplicates",git\object.c,5,11
Struct,"object_context",git\cache.h,,0
Struct,"object_decoration",git\decorate.h,,0
Struct,"object_entry",git\builtin\pack-objects.c,,0
Struct,"object_entry",git\fast-import.c,,0
Struct,"object_entry",git\builtin\index-pack.c,,0
Struct,"object_entry_pool",git\fast-import.c,,0
Struct,"object_info",git\cache.h,,0
Struct,"object_list",git\object.h,,0
Function,"object_list_contains",git\object.c,3,5
Function,"object_list_insert",git\object.c,1,5
Struct,"object_request",git\http-walker.c,,0
Static Function,"object_type",git\cache.h,3,3
Static Function,"objerror",git\builtin\fsck.c,1,5
Static Function,"objreport",git\builtin\fsck.c,1,4
Struct,"obstack",git\compat\obstack.h,,0
File,"obstack.c",git\compat\obstack.c,,103
File,"obstack.h",git\compat\obstack.h,,0
Function,"obstack_free",git\compat\obstack.c,6,12
Function,"odb_mkstemp",git\environment.c,2,10
Function,"odb_pack_keep",git\environment.c,2,7
Function,"offset_1st_component",git\path.c,2,3
Static Function,"ofscmp",git\builtin\pack-objects.c,3,8
Static Function,"ok_to_give_up",git\upload-pack.c,6,13
Function,"ok_to_remove_submodule",git\submodule.c,6,30
Static Function,"omit_in_dense",git\builtin\show-branch.c,6,10
Struct,"ondisk_cache_entry",git\read-cache.c,,0
Struct,"ondisk_cache_entry_extended",git\read-cache.c,,0
Static Function,"one",git\test-sigchain.c,1,1
Static Function,"one_local_ref",git\remote.c,2,10
Static Function,"one_relevant_parent",git\revision.c,6,14
Static Function,"one_remote_object",git\http-push.c,5,10
Static Function,"one_remote_ref",git\http-push.c,4,15
Static Function,"oneway_diff",git\diff-lib.c,5,11
Function,"oneway_merge",git\unpack-trees.c,6,16
Function,"online_cpus",git\thread-utils.c,1,1
Static Function,"open_callback",git\builtin\grep.c,1,3
Function,"open_istream",git\streaming.c,6,17
Static Function,"open_istream_incore",git\streaming.c,2,4
Static Function,"open_istream_loose",git\streaming.c,3,17
Static Function,"open_istream_pack_non_delta",git\streaming.c,5,19
Static Function,"open_output_fd",git\entry.c,4,7
Static Function,"open_pack_file",git\builtin\index-pack.c,5,19
Function,"open_pack_index",git\sha1_file.c,2,7
Static Function,"open_packed_git",git\sha1_file.c,3,7
Static Function,"open_packed_git_1",git\sha1_file.c,18,46
Static Function,"open_sha1_file",git\sha1_file.c,4,13
Function,"opendir",git\compat\win32\dirent.c,6,22
Function,"openlog",git\compat\win32\syslog.c,3,5
Struct,"opentry",git\builtin\apply.c,,0
Static Function,"opt_arg",git\diff.c,13,34
Static Function,"opt_command_mode_error",git\parse-options.c,4,18
Static Function,"opt_parse_m",git\builtin\commit.c,3,11
Static Function,"opt_parse_merge_filter",git\builtin\branch.c,5,10
Static Function,"opt_parse_reference",git\builtin\clone.c,2,5
Static Function,"opt_parse_sort",git\builtin\for-each-ref.c,3,12
Function,"optbug",git\parse-options.c,2,3
Function,"opterror",git\parse-options.c,3,5
Static Function,"optimize_subexps",git\compat\regex\regcomp.c,5,15
Struct,"option",git\parse-options.h,,0
Static Function,"option_active_branches",git\fast-import.c,1,1
Static Function,"option_cat_blob_fd",git\fast-import.c,2,4
Static Function,"option_date_format",git\fast-import.c,4,8
Static Function,"option_depth",git\fast-import.c,2,3
Static Function,"option_export_marks",git\fast-import.c,1,2
Static Function,"option_export_pack_edges",git\fast-import.c,3,5
Static Function,"option_import_marks",git\fast-import.c,4,9
Static Function,"option_parse_directory",git\builtin\apply.c,2,8
Static Function,"option_parse_exclude",git\builtin\apply.c,1,2
Static Function,"option_parse_exclude",git\builtin\ls-files.c,1,4
Static Function,"option_parse_exclude_from",git\builtin\ls-files.c,1,4
Static Function,"option_parse_exclude_standard",git\builtin\ls-files.c,1,4
Static Function,"option_parse_ff_only",git\builtin\merge.c,1,2
Static Function,"option_parse_include",git\builtin\apply.c,1,3
Static Function,"option_parse_index_version",git\builtin\pack-objects.c,4,9
Static Function,"option_parse_message",git\builtin\merge.c,4,9
Static Function,"option_parse_n",git\builtin\merge.c,1,2
Static Function,"option_parse_p",git\builtin\apply.c,1,3
Static Function,"option_parse_prefix",git\builtin\checkout-index.c,1,3
Static Function,"option_parse_recurse_submodules",git\builtin\fetch.c,3,8
Static Function,"option_parse_recurse_submodules",git\builtin\push.c,5,15
Static Function,"option_parse_space_change",git\builtin\apply.c,2,5
Static Function,"option_parse_stage",git\builtin\checkout-index.c,3,10
Static Function,"option_parse_strategy",git\builtin\merge.c,2,4
Static Function,"option_parse_u",git\builtin\checkout-index.c,2,5
Static Function,"option_parse_ulong",git\builtin\pack-objects.c,3,7
Static Function,"option_parse_unpack_unreachable",git\builtin\pack-objects.c,3,8
Static Function,"option_parse_whitespace",git\builtin\apply.c,1,4
Static Function,"option_parse_x",git\builtin\merge.c,5,5
Static Function,"option_parse_x",git\builtin\revert.c,5,7
Static Function,"option_parse_z",git\builtin\apply.c,2,5
Static Function,"option_parse_z",git\builtin\checkout-index.c,2,5
Static Function,"option_parse_z",git\builtin\ls-files.c,2,2
Struct,"options",git\remote-curl.c,,0
Static Function,"origin",git\builtin\merge-tree.c,3,5
Struct,"origin",git\builtin\blame.c,,0
Struct,"origin_data",git\builtin\fmt-merge-msg.c,,0
Static Function,"origin_decref",git\builtin\blame.c,3,5
Static Function,"origin_incref",git\builtin\blame.c,2,3
Static Function,"orphaned_commit_warning",git\builtin\checkout.c,3,17
Static Function,"outf",git\builtin\rerere.c,3,4
Static Function,"output",git\builtin\blame.c,8,17
Static Function,"output",git\merge-recursive.c,3,11
Static Function,"output_attr",git\builtin\check-attr.c,6,16
Static Function,"output_color",git\grep.c,2,6
Static Function,"output_commit_title",git\merge-recursive.c,5,13
Static Function,"output_directory_callback",git\builtin\log.c,2,5
Static Function,"output_eol",git\convert.c,11,19
Static Function,"output_exclude",git\builtin\check-ignore.c,8,27
Static Function,"output_header_lines",git\builtin\mailinfo.c,4,11
Static Function,"output_prefix",git\line-log.c,2,5
Static Function,"output_refs",git\remote-curl.c,3,7
Static Function,"output_sep",git\grep.c,2,4
Function,"overlay_tree_on_cache",git\builtin\ls-files.c,11,30
File,"pack-check.c",git\pack-check.c,,101
File,"pack-objects.c",git\builtin\pack-objects.c,,1396
File,"pack-redundant.c",git\builtin\pack-redundant.c,,384
File,"pack-refs.c",git\builtin\pack-refs.c,,13
File,"pack-revindex.c",git\pack-revindex.c,,91
File,"pack-revindex.h",git\pack-revindex.h,,0
File,"pack-write.c",git\pack-write.c,,188
File,"pack.h",git\pack.h,,0
Struct,"pack_entry",git\cache.h,,0
Static Function,"pack_entry_hash",git\sha1_file.c,1,3
Struct,"pack_header",git\pack.h,,0
Struct,"pack_idx_entry",git\pack.h,,0
Struct,"pack_idx_header",git\pack.h,,0
Struct,"pack_idx_option",git\pack.h,,0
Static Function,"pack_if_possible_fn",git\refs.c,6,27
Struct,"pack_info",git\server-info.c,,0
Struct,"pack_list",git\builtin\pack-redundant.c,,0
Static Function,"pack_list_difference",git\builtin\pack-redundant.c,4,11
Static Function,"pack_list_insert",git\builtin\pack-redundant.c,1,5
Static Function,"pack_list_size",git\builtin\pack-redundant.c,2,5
Static Function,"pack_objects",git\send-pack.c,16,52
Static Function,"pack_offset_sort",git\builtin\pack-objects.c,5,10
Function,"pack_refs",git\refs.c,2,10
Struct,"pack_refs_cb_data",git\refs.c,,0
Function,"pack_report",git\sha1_file.c,1,17
Struct,"pack_revindex",git\pack-revindex.c,,0
Static Function,"pack_revindex_ix",git\pack-revindex.c,4,9
Static Function,"pack_set_bytecount",git\builtin\pack-redundant.c,2,6
Struct,"pack_window",git\cache.h,,0
Struct,"packed_git",git\cache.h,,0
Static Function,"packed_object_info",git\sha1_file.c,8,27
Struct,"packed_ref_cache",git\refs.c,,0
Static Function,"packed_to_object_type",git\sha1_file.c,17,41
Function,"packet_buf_flush",git\pkt-line.c,1,2
Function,"packet_buf_write",git\pkt-line.c,1,4
Function,"packet_flush",git\pkt-line.c,1,2
Static Function,"packet_length",git\pkt-line.c,5,15
Function,"packet_read",git\pkt-line.c,7,21
Function,"packet_read_line",git\pkt-line.c,1,1
Function,"packet_read_line_buf",git\pkt-line.c,1,1
Static Function,"packet_read_line_generic",git\pkt-line.c,3,6
Static Function,"packet_trace",git\pkt-line.c,7,20
Function,"packet_trace_identity",git\pkt-line.c,1,1
Function,"packet_write",git\pkt-line.c,1,4
Static Function,"pager",git\builtin\var.c,2,4
File,"pager.c",git\pager.c,,71
Static Function,"pager_command_config",git\pager.c,3,9
Struct,"pager_config",git\pager.c,,0
Function,"pager_in_use",git\pager.c,2,2
Static Function,"paint_down_to_common",git\commit.c,9,32
Struct,"pair_order",git\diffcore-order.c,,0
File,"param.h",git\compat\vcbuild\include\sys\param.h,,0
Static Function,"parse",git\compat\regex\regcomp.c,4,15
File,"parse-options-cb.c",git\parse-options-cb.c,,66
File,"parse-options.c",git\parse-options.c,,396
File,"parse-options.h",git\parse-options.h,,0
Function,"parse_algorithm_value",git\diff.c,6,11
Static Function,"parse_and_store_blob",git\fast-import.c,3,10
Static Function,"parse_and_validate_options",git\builtin\commit.c,36,76
Static Function,"parse_approxidate",git\test-date.c,2,3
Static Function,"parse_archive_args",git\archive.c,14,74
Static Function,"parse_arg",git\builtin\update-ref.c,4,6
Static Function,"parse_args",git\builtin\reset.c,7,21
Static Function,"parse_args",git\builtin\revert.c,17,86
Static Function,"parse_argv",git\fast-import.c,8,17
Static Function,"parse_argv",git\builtin\remote-ext.c,5,12
Static Function,"parse_atom",git\builtin\for-each-ref.c,11,31
Static Function,"parse_attr",git\attr.c,9,28
Static Function,"parse_attr",git\color.c,3,9
Static Function,"parse_attr_line",git\attr.c,11,52
Static Function,"parse_binary",git\builtin\apply.c,5,16
Static Function,"parse_binary_hunk",git\builtin\apply.c,11,62
Function,"parse_blob_buffer",git\blob.c,1,2
Static Function,"parse_bogus_from",git\builtin\mailinfo.c,4,14
Static Function,"parse_bool",git\userdiff.c,1,2
Static Function,"parse_bracket_element",git\compat\regex\regcomp.c,4,11
Static Function,"parse_bracket_exp",git\compat\regex\regcomp.c,28,103
Static Function,"parse_bracket_symbol",git\compat\regex\regcomp.c,10,31
Static Function,"parse_branch",git\compat\regex\regcomp.c,7,17
Static Function,"parse_branch_color_slot",git\builtin\branch.c,7,13
Static Function,"parse_branch_merge_options",git\builtin\merge.c,3,13
Static Function,"parse_branchname_arg",git\builtin\checkout.c,20,62
Static Function,"parse_bundle_header",git\bundle.c,10,34
Static Function,"parse_capability",git\imap-send.c,4,6
Static Function,"parse_cat_blob",git\fast-import.c,5,14
Static Function,"parse_cat_response_line",git\vcs-svn\fast_export.c,7,17
Static Function,"parse_checkpoint",git\fast-import.c,1,2
Static Function,"parse_choice",git\builtin\clean.c,18,61
Static Function,"parse_chunk",git\builtin\apply.c,10,39
Static Function,"parse_clean_color_slot",git\builtin\clean.c,7,13
Static Function,"parse_cmd_create",git\builtin\update-ref.c,5,15
Static Function,"parse_cmd_delete",git\builtin\update-ref.c,6,15
Static Function,"parse_cmd_option",git\builtin\update-ref.c,2,4
Static Function,"parse_cmd_update",git\builtin\update-ref.c,6,18
Static Function,"parse_cmd_verify",git\builtin\update-ref.c,5,14
Static Function,"parse_color",git\pretty.c,9,28
Static Function,"parse_color",git\color.c,4,12
Static Function,"parse_combine_notes_fn",git\notes-utils.c,5,10
Function,"parse_commit",git\commit.c,6,18
Function,"parse_commit_buffer",git\commit.c,11,34
Static Function,"parse_commit_date",git\commit.c,10,17
Static Function,"parse_commit_header",git\pretty.c,6,14
Static Function,"parse_commit_message",git\pretty.c,1,8
Static Function,"parse_config",git\column.c,5,12
Function,"parse_config_key",git\config.c,3,12
Static Function,"parse_credential_file",git\credential-store.c,7,19
Static Function,"parse_data",git\fast-import.c,10,32
Function,"parse_date",git\date.c,2,3
Function,"parse_date_basic",git\date.c,14,43
Function,"parse_date_format",git\date.c,8,18
Static Function,"parse_dates",git\test-date.c,3,8
Function,"parse_decorate_color_config",git\log-tree.c,3,7
Static Function,"parse_decorate_color_slot",git\log-tree.c,6,11
Static Function,"parse_decoration_style",git\builtin\log.c,5,12
Static Function,"parse_deny_action",git\builtin\receive-pack.c,6,10
Static Function,"parse_diff_color_slot",git\diff.c,9,17
Static Function,"parse_diff_filter_opt",git\diff.c,9,22
Static Function,"parse_dirstat_opt",git\diff.c,2,7
Static Function,"parse_dirstat_params",git\diff.c,12,37
Static Function,"parse_dup_op",git\compat\regex\regcomp.c,26,70
Function,"parse_exclude_pattern",git\dir.c,8,21
Static Function,"parse_expire_cfg_value",git\builtin\reflog.c,3,6
Function,"parse_expiry_date",git\date.c,3,8
Static Function,"parse_expression",git\compat\regex\regcomp.c,42,128
Static Function,"parse_feature",git\fast-import.c,3,6
Function,"parse_feature_request",git\connect.c,1,1
Static Function,"parse_feature_value",git\connect.c,9,20
Static Function,"parse_fetch",git\remote-curl.c,12,36
Function,"parse_fetch_recurse_submodules_arg",git\submodule.c,4,9
Function,"parse_fetch_refspec",git\remote.c,1,1
Static Function,"parse_file_arg",git\builtin\notes.c,5,11
Static Function,"parse_first_arg",git\builtin\update-ref.c,2,7
Static Function,"parse_first_operand",git\vcs-svn\svndiff.c,2,5
Static Function,"parse_fragment",git\builtin\apply.c,19,66
Static Function,"parse_fragment_header",git\builtin\apply.c,2,5
Static Function,"parse_from",git\fast-import.c,9,32
Static Function,"parse_from_commit",git\fast-import.c,3,7
Static Function,"parse_from_existing",git\fast-import.c,2,8
Static Function,"parse_funcname",git\userdiff.c,2,4
Static Function,"parse_git_header",git\builtin\apply.c,7,44
Static Function,"parse_git_refs",git\remote-curl.c,2,4
Static Function,"parse_gpg_output",git\commit.c,5,15
Static Function,"parse_help_format",git\builtin\help.c,4,7
Function,"parse_hide_refs_config",git\refs.c,5,14
Static Function,"parse_host_and_port",git\daemon.c,6,18
Static Function,"parse_host_arg",git\daemon.c,9,30
Function,"parse_hunk_header",git\xdiff-interface.c,8,20
Static Function,"parse_ident",git\fast-import.c,12,32
Static Function,"parse_ignorewhitespace_option",git\builtin\apply.c,3,9
Static Function,"parse_info_refs",git\remote-curl.c,9,38
Static Function,"parse_insn_buffer",git\sequencer.c,5,12
Static Function,"parse_insn_line",git\sequencer.c,7,24
Static Function,"parse_int",git\vcs-svn\svndiff.c,3,11
Static Function,"parse_interpreter",git\compat\mingw.c,8,22
Static Function,"parse_lines",git\line-log.c,10,42
Static Function,"parse_loc",git\line-range.c,21,58
Static Function,"parse_long_opt",git\parse-options.c,24,64
Function,"parse_long_opt",git\diff.c,6,16
Static Function,"parse_ls",git\fast-import.c,11,32
Static Function,"parse_ls_response",git\vcs-svn\fast_export.c,7,24
Static Function,"parse_mark",git\fast-import.c,2,5
Static Function,"parse_mark_ref",git\fast-import.c,2,6
Static Function,"parse_mark_ref_eol",git\fast-import.c,2,4
Static Function,"parse_mark_ref_space",git\fast-import.c,2,5
Static Function,"parse_merge",git\fast-import.c,7,28
Function,"parse_merge_opt",git\merge-recursive.c,17,38
Static Function,"parse_mirror_opt",git\builtin\remote.c,5,13
Static Function,"parse_msg_arg",git\builtin\notes.c,2,8
Static Function,"parse_msg_arg",git\builtin\tag.c,3,8
Static Function,"parse_name_and_email",git\mailmap.c,8,18
Static Function,"parse_new_blob",git\fast-import.c,1,3
Static Function,"parse_new_commit",git\fast-import.c,20,73
Static Function,"parse_new_tag",git\fast-import.c,12,59
Static Function,"parse_next_arg",git\builtin\update-ref.c,6,14
Static Function,"parse_nodash_opt",git\parse-options.c,4,7
Static Function,"parse_num",git\builtin\apply.c,2,4
Static Function,"parse_num",git\xdiff-interface.c,3,9
Function,"parse_object",git\object.c,7,23
Function,"parse_object_buffer",git\object.c,17,39
Function,"parse_object_or_die",git\object.c,3,4
Static Function,"parse_oldstyle_date",git\contrib\convert-objects\convert-objects.c,9,39
Static Function,"parse_one_feature",git\fast-import.c,11,22
Static Function,"parse_one_option",git\fast-import.c,12,27
Static Function,"parse_one_symref_info",git\connect.c,4,17
Function,"parse_opt_abbrev_cb",git\parse-options-cb.c,6,12
Function,"parse_opt_approxidate_cb",git\parse-options-cb.c,1,2
Function,"parse_opt_color_flag_cb",git\parse-options-cb.c,4,8
Struct,"parse_opt_ctx_t",git\parse-options.h,,0
Function,"parse_opt_expiry_date_cb",git\parse-options-cb.c,1,1
Function,"parse_opt_noop_cb",git\parse-options-cb.c,1,1
Static Function,"parse_opt_points_at",git\builtin\tag.c,4,9
Static Function,"parse_opt_signed_tag_mode",git\builtin\fast-export.c,6,13
Function,"parse_opt_string_list",git\parse-options-cb.c,3,8
Static Function,"parse_opt_tag_of_filtered_mode",git\builtin\fast-export.c,4,9
Function,"parse_opt_tertiary",git\parse-options-cb.c,2,3
Function,"parse_opt_verbosity_cb",git\parse-options-cb.c,5,14
Function,"parse_opt_with_commit",git\parse-options-cb.c,4,9
Static Function,"parse_option",git\fast-import.c,3,6
Static Function,"parse_option",git\column.c,9,37
Function,"parse_options",git\parse-options.c,6,17
Static Function,"parse_options_check",git\parse-options.c,12,26
Function,"parse_options_concat",git\parse-options-cb.c,5,8
Function,"parse_options_end",git\parse-options.c,1,3
Function,"parse_options_start",git\parse-options.c,2,11
Function,"parse_options_step",git\parse-options.c,22,55
Static Function,"parse_options_usage",git\parse-options.c,1,1
Static Function,"parse_pack_def",git\server-info.c,2,6
Static Function,"parse_pack_header",git\builtin\index-pack.c,3,8
Static Function,"parse_pack_header",git\builtin\receive-pack.c,5,11
Function,"parse_pack_index",git\sha1_file.c,2,8
Static Function,"parse_pack_objects",git\builtin\index-pack.c,12,42
Static Function,"parse_padding_placeholder",git\pretty.c,15,48
Function,"parse_pathspec",git\pathspec.c,16,52
Static Function,"parse_pathspec_arg",git\archive.c,4,8
Static Function,"parse_pattern_type_arg",git\grep.c,6,11
Static Function,"parse_progress",git\fast-import.c,1,4
Static Function,"parse_push",git\remote-curl.c,10,22
Function,"parse_push_cas_option",git\remote.c,5,13
Static Function,"parse_push_refspec",git\remote.c,1,1
Static Function,"parse_range",git\builtin\apply.c,7,24
Function,"parse_range_arg",git\line-range.c,8,18
Static Function,"parse_range_funcname",git\line-range.c,13,47
Static Function,"parse_reedit_arg",git\builtin\notes.c,1,3
Static Function,"parse_ref_line",git\refs.c,6,14
Static Function,"parse_reflist",git\contrib\examples\builtin-fetch--tool.c,11,27
Static Function,"parse_reflog_param",git\builtin\show-branch.c,5,13
Static Function,"parse_refspec_internal",git\remote.c,25,56
Static Function,"parse_reg_exp",git\compat\regex\regcomp.c,6,19
Function,"parse_rename_score",git\diff.c,8,22
Static Function,"parse_reset_branch",git\fast-import.c,4,15
Static Function,"parse_response_code",git\imap-send.c,12,28
Static Function,"parse_reuse_arg",git\builtin\notes.c,4,12
Static Function,"parse_rev_note",git\remote-testsvn.c,5,13
Function,"parse_revision_opt",git\revision.c,2,7
Static Function,"parse_score",git\builtin\blame.c,2,4
Function,"parse_sha1_header",git\sha1_file.c,9,21
Static Function,"parse_short_opt",git\parse-options.c,9,18
Function,"parse_signature",git\tag.c,3,6
Function,"parse_signed_commit",git\commit.c,8,29
Static Function,"parse_single_patch",git\builtin\apply.c,8,35
Static Function,"parse_status_slot",git\builtin\commit.c,8,16
Static Function,"parse_string_list",git\test-string-list.c,2,3
Static Function,"parse_sub_exp",git\compat\regex\regcomp.c,6,19
Function,"parse_submodule_config_option",git\submodule.c,11,36
Static Function,"parse_submodule_opt",git\diff.c,2,4
Static Function,"parse_submodule_params",git\diff.c,3,7
Function,"parse_tag",git\tag.c,4,13
Function,"parse_tag_buffer",git\tag.c,13,44
Static Function,"parse_tag_date",git\tag.c,5,8
Static Function,"parse_traditional_patch",git\builtin\apply.c,9,36
Function,"parse_tree",git\tree.c,4,11
Function,"parse_tree_buffer",git\tree.c,2,6
Function,"parse_tree_indirect",git\tree.c,7,15
Static Function,"parse_treeish_arg",git\archive.c,9,30
Static Function,"parse_treeish_dataref",git\fast-import.c,5,13
Static Function,"parse_tristate",git\userdiff.c,2,5
Static Function,"parse_uint",git\builtin\shortlog.c,5,8
Static Function,"parse_unit_factor",git\config.c,5,12
Static Function,"parse_value",git\config.c,18,45
Static Function,"parse_whitespace_option",git\builtin\apply.c,7,20
Function,"parse_whitespace_rule",git\ws.c,11,36
Static Function,"parse_wrap_args",git\builtin\shortlog.c,5,19
Function,"parseopt_column_callback",git\column.c,3,9
Static Function,"parseopt_dump",git\builtin\rev-parse.c,4,11
Function,"parseopt_push_cas_option",git\remote.c,1,1
Static Function,"pass_blame",git\builtin\blame.c,27,73
Static Function,"pass_blame_to_parent",git\builtin\blame.c,2,11
Static Function,"pass_whole_blame",git\builtin\blame.c,4,9
Struct,"passwd",git\compat\mingw.h,,0
Struct,"patch",git\builtin\apply.c,,0
File,"patch-delta.c",git\patch-delta.c,,45
File,"patch-id.c",git\builtin\patch-id.c,,85
File,"patch-ids.c",git\patch-ids.c,,46
File,"patch-ids.h",git\patch-ids.h,,0
Function,"patch_delta",git\patch-delta.c,17,45
Struct,"patch_id",git\patch-ids.h,,0
Static Function,"patch_id_access",git\patch-ids.c,1,2
Struct,"patch_id_bucket",git\patch-ids.c,,0
Static Function,"patch_id_consume",git\diff.c,2,6
Struct,"patch_id_t",git\diff.c,,0
Struct,"patch_ids",git\patch-ids.h,,0
Static Function,"patch_pos",git\patch-ids.c,1,1
Static Function,"patch_stats",git\builtin\apply.c,8,15
Static Function,"patchbreak",git\builtin\mailinfo.c,9,17
File,"path.c",git\path.c,,424
Static Function,"path_exists",git\archive.c,1,5
Function,"path_inside_repo",git\setup.c,3,6
Static Function,"path_lookup",git\compat\mingw.c,3,8
Static Function,"path_matches",git\attr.c,3,13
Function,"path_name",git\revision.c,5,14
Static Function,"path_ok",git\daemon.c,16,63
Struct,"path_simplify",git\dir.c,,0
Static Function,"path_to_sha1",git\notes-merge.c,4,8
Struct,"pathspec",git\pathspec.h,,0
File,"pathspec.c",git\pathspec.c,,253
File,"pathspec.h",git\pathspec.h,,8
Public Struct,"pathspec::pathspec_item",git\pathspec.h,,0
Static Function,"pathspec_item_cmp",git\pathspec.c,1,3
Struct,"pathspec_magic",git\pathspec.c,,0
Static Function,"patience_diff",git\xdiff\xpatience.c,10,29
Static Function,"patmatch",git\grep.c,3,7
Struct,"pattern",git\attr.c,,0
Static Function,"pattern_callback",git\builtin\grep.c,1,3
Struct,"pbase_tree",git\builtin\pack-objects.c,,0
Struct,"pbase_tree_cache",git\builtin\pack-objects.c,,0
Static Function,"pbase_tree_cache_ix",git\builtin\pack-objects.c,1,1
Static Function,"pbase_tree_cache_ix_incr",git\builtin\pack-objects.c,1,1
Static Function,"pbase_tree_get",git\builtin\pack-objects.c,10,38
Static Function,"pbase_tree_put",git\builtin\pack-objects.c,2,5
Static Function,"pcrematch",git\grep.c,1,1
Static Function,"peek_token",git\compat\regex\regcomp.c,73,165
Static Function,"peek_token_bracket",git\compat\regex\regcomp.c,12,49
Static Function,"peel_entry",git\refs.c,7,15
Static Function,"peel_object",git\refs.c,5,13
Static Function,"peel_onion",git\sha1_name.c,21,56
Function,"peel_ref",git\refs.c,7,16
