Kind,Name,File,Cyclomatic,CountLineCodeExe
Function,"string_list_split",git\string-list.c,5,17
Function,"string_list_split_in_place",git\string-list.c,5,18
Struct,"string_list_ty",git\sh-i18n--envsubst.c,,0
Struct,"string_slice",git\refs.c,,0
Static Function,"strip_escapes",git\builtin\remote-ext.c,23,68
Function,"strip_namespace",git\environment.c,2,3
Function,"strip_path_suffix",git\path.c,7,14
Static Function,"strip_prefix",git\diff.c,5,8
Static Function,"strip_timestamp",git\grep.c,3,9
Static Function,"strip_trailing_slashes",git\builtin\clone.c,2,4
Function,"stripspace",git\builtin\stripspace.c,6,18
File,"stripspace.c",git\builtin\stripspace.c,,57
File,"strlcpy.c",git\compat\strlcpy.c,,6
Function,"strncmp_icase",git\dir.c,2,1
File,"strtoimax.c",git\compat\strtoimax.c,,1
Static Function,"strtol_i",git\git-compat-util.h,2,6
Static Function,"strtouint32",git\test-line-buffer.c,2,4
Static Function,"strtoul_ui",git\git-compat-util.h,2,6
File,"strtoumax.c",git\compat\strtoumax.c,,1
Static Function,"stuff_change",git\builtin\diff.c,4,16
Static Function,"sub_epsilon_src_nodes",git\compat\regex\regexec.c,9,27
Static Function,"subject_prefix_callback",git\builtin\log.c,1,3
File,"submodule.c",git\submodule.c,,686
File,"submodule.h",git\submodule.h,,0
Static Function,"submodule_collect_changed_cb",git\submodule.c,5,10
Function,"submodule_config",git\submodule.c,3,6
Static Function,"submodule_needs_pushing",git\submodule.c,5,24
Function,"submodule_uses_gitfile",git\submodule.c,3,26
Static Function,"subpath_matches",git\builtin\name-rev.c,4,8
Static Function,"subst_from_stdin",git\sh-i18n--envsubst.c,18,57
Static Function,"substitute_branch_name",git\refs.c,2,7
Static Function,"subtree_name_cmp",git\cache-tree.c,3,5
Static Function,"subtree_pos",git\cache-tree.c,4,15
Function,"suffixcmp",git\strbuf.c,2,5
Static Function,"suggest_conflicts",git\builtin\merge.c,5,18
Static Function,"suggest_reattach",git\builtin\checkout.c,6,35
Static Function,"summary_patch_list",git\builtin\apply.c,6,15
Static Function,"supported_man_viewer",git\builtin\help.c,1,3
File,"svn-fe.c",git\contrib\svn-fe\svn-fe.c,,7
File,"svndiff.c",git\vcs-svn\svndiff.c,,144
File,"svndiff.h",git\vcs-svn\svndiff.h,,0
Function,"svndiff0_apply",git\vcs-svn\svndiff.c,4,11
File,"svndump.c",git\vcs-svn\svndump.c,,350
File,"svndump.h",git\vcs-svn\svndump.h,,0
Function,"svndump_deinit",git\vcs-svn\svndump.c,3,13
Function,"svndump_init",git\vcs-svn\svndump.c,3,4
Function,"svndump_init_fd",git\vcs-svn\svndump.c,2,4
Function,"svndump_read",git\vcs-svn\svndump.c,52,138
Function,"svndump_reset",git\vcs-svn\svndump.c,1,4
Static Function,"switch_branches",git\builtin\checkout.c,7,25
Static Function,"switch_cache_bottom",git\unpack-trees.c,4,10
Static Function,"switch_unborn_to_new_branch",git\builtin\checkout.c,3,10
File,"symbolic-ref.c",git\builtin\symbolic-ref.c,,53
Static Function,"symlink",git\compat\mingw.h,1,1
File,"symlinks.c",git\symlinks.c,,117
Static Function,"sync",git\compat\mingw.h,1,0
Static Function,"sys_alloc",git\compat\nedmalloc\malloc.c.h,42,114
Static Function,"sys_trim",git\compat\nedmalloc\malloc.c.h,16,38
Function,"syslog",git\compat\win32\syslog.c,14,41
File,"syslog.c",git\compat\win32\syslog.c,,46
File,"syslog.h",git\compat\win32\syslog.h,,0
Function,"system_path",git\exec_cmd.c,2,7
Static Function,"sz_fmt",git\sha1_file.c,1,1
Struct,"tag",git\tag.h,,0
Struct,"tag",git\fast-import.c,,0
File,"tag.c",git\builtin\tag.c,,337
File,"tag.c",git\tag.c,,99
File,"tag.h",git\tag.h,,0
Struct,"tag_filter",git\builtin\tag.c,,0
Static Function,"tail_link_ref",git\remote.c,2,4
Static Function,"tail_match",git\builtin\ls-remote.c,5,8
Static Function,"tail_ref",git\remote.c,2,4
Static Function,"take2",git\sha1-lookup.c,1,1
File,"tar-tree.c",git\builtin\tar-tree.c,,49
File,"tar.h",git\tar.h,,0
Static Function,"tar_filter_config",git\archive-tar.c,10,23
Function,"tcl_quote_buf",git\quote.c,14,26
Static Function,"tecmp0",git\fast-import.c,1,5
Static Function,"tecmp1",git\fast-import.c,1,5
Static Function,"template_untouched",git\builtin\commit.c,4,11
Function,"term_columns",git\pager.c,3,7
File,"terminal.c",git\compat\terminal.c,,1
File,"terminal.h",git\compat\terminal.h,,0
Static Function,"terminate_batch",git\remote-testsvn.c,1,2
File,"test-chmtime.c",git\test-chmtime.c,,46
File,"test-ctype.c",git\test-ctype.c,,14
File,"test-date.c",git\test-date.c,,40
File,"test-delta.c",git\test-delta.c,,44
File,"test-dump-cache-tree.c",git\test-dump-cache-tree.c,,37
File,"test-genrandom.c",git\test-genrandom.c,,15
File,"test-index-version.c",git\test-index-version.c,,7
File,"test-line-buffer.c",git\test-line-buffer.c,,56
File,"test-match-trees.c",git\test-match-trees.c,,14
File,"test-mergesort.c",git\test-mergesort.c,,24
File,"test-mktemp.c",git\test-mktemp.c,,5
File,"test-parse-options.c",git\test-parse-options.c,,78
File,"test-path-utils.c",git\test-path-utils.c,,87
File,"test-prio-queue.c",git\test-prio-queue.c,,20
File,"test-read-cache.c",git\test-read-cache.c,,8
File,"test-regex.c",git\test-regex.c,,10
File,"test-revision-walking.c",git\test-revision-walking.c,,31
File,"test-run-command.c",git\test-run-command.c,,14
File,"test-scrap-cache-tree.c",git\test-scrap-cache-tree.c,,9
File,"test-sha1.c",git\test-sha1.c,,38
File,"test-sigchain.c",git\test-sigchain.c,,9
File,"test-string-list.c",git\test-string-list.c,,54
File,"test-subprocess.c",git\test-subprocess.c,,12
File,"test-svn-fe.c",git\test-svn-fe.c,,31
File,"test-urlmatch-normalization.c",git\test-urlmatch-normalization.c,,27
File,"test-wildmatch.c",git\test-wildmatch.c,,67
File,"test.c",git\t\t0200\test.c,,7
Struct,"text_stat",git\convert.c,,0
Function,"textconv_object",git\builtin\blame.c,2,9
File,"thread-utils.c",git\thread-utils.c,,8
File,"thread-utils.h",git\thread-utils.h,,0
Static Function,"thread_callback",git\builtin\log.c,4,10
Struct,"thread_data",git\preload-index.c,,0
Struct,"thread_local",git\builtin\index-pack.c,,0
Struct,"thread_params",git\builtin\pack-objects.c,,0
Static Function,"threadcache_free",git\compat\nedmalloc\nedmalloc.c,11,31
Static Function,"threadcache_malloc",git\compat\nedmalloc\nedmalloc.c,18,37
Struct,"threadcache_t",git\compat\nedmalloc\nedmalloc.c,,0
Struct,"threadcacheblk_t",git\compat\nedmalloc\nedmalloc.c,,0
Static Function,"threaded_check_leading_path",git\symlinks.c,3,8
Static Function,"threaded_find_deltas",git\builtin\pack-objects.c,3,14
Static Function,"threaded_has_dirs_only_path",git\symlinks.c,1,3
Function,"threaded_has_symlink_leading_path",git\symlinks.c,1,1
Static Function,"threaded_second_pass",git\builtin\index-pack.c,4,16
Static Function,"three",git\test-sigchain.c,1,1
Static Function,"three_way_filemerge",git\merge-blobs.c,2,6
Static Function,"three_way_merge",git\builtin\apply.c,2,18
Static Function,"threeway_callback",git\builtin\merge-tree.c,5,12
Function,"threeway_merge",git\unpack-trees.c,36,79
Struct,"throughput",git\progress.c,,0
Static Function,"throughput_string",git\progress.c,1,5
Static Function,"ticktack",git\compat\mingw.c,3,5
File,"time.h",git\compat\vcbuild\include\sys\time.h,,0
Static Function,"time_t_to_filetime",git\compat\mingw.c,1,3
Static Function,"time_to_tm",git\date.c,1,2
Static Function,"timespec_arg",git\test-chmtime.c,6,15
Struct,"tip_table",git\builtin\name-rev.c,,0
Public Struct,"tip_table::tip_table_entry",git\builtin\name-rev.c,,0
Static Function,"tipcmp",git\builtin\name-rev.c,1,2
Struct,"tips",git\remote.c,,0
Static Function,"tloop_join",git\transport-helper.c,3,8
Static Function,"tloop_spawnwait_tasks",git\transport-helper.c,3,12
Static Function,"tm_to_time_t",git\date.c,5,16
Static Function,"tmalloc_large",git\compat\nedmalloc\malloc.c.h,49,47
Static Function,"tmalloc_small",git\compat\nedmalloc\malloc.c.h,29,23
Static Function,"to_atom",git\fast-import.c,3,12
Static Function,"to_be_deleted",git\builtin\apply.c,1,1
Static Function,"to_callback",git\builtin\log.c,2,5
Static Function,"too_many_loose_objects",git\builtin\gc.c,7,21
Static Function,"too_many_packs",git\builtin\gc.c,5,10
Static Function,"too_many_rename_candidates",git\diffcore-rename.c,8,20
File,"trace.c",git\trace.c,,93
Function,"trace_argv_printf",git\trace.c,3,15
Function,"trace_printf",git\trace.c,1,3
Static Function,"trace_printf_key",git\trace.c,1,3
Function,"trace_repo_setup",git\trace.c,5,13
Function,"trace_strbuf",git\trace.c,3,7
Static Function,"trace_vprintf",git\trace.c,2,7
Function,"trace_want",git\trace.c,2,5
Struct,"tracking",git\branch.c,,0
Struct,"tracking_name_data",git\builtin\checkout.c,,0
Static Function,"trailing_spaces_len",git\builtin\apply.c,4,8
Static Function,"transfer_debug",git\transport-helper.c,4,9
Struct,"transfer_request",git\http-push.c,,0
Static Function,"transit_state",git\compat\regex\regexec.c,6,18
Static Function,"transit_state_bkref",git\compat\regex\regexec.c,17,62
Struct,"transport",git\transport.h,,0
File,"transport-helper.c",git\transport-helper.c,,687
File,"transport.c",git\transport.c,,820
File,"transport.h",git\transport.h,,0
Function,"transport_anonymize_url",git\transport.c,10,27
Function,"transport_connect",git\transport.c,2,4
Function,"transport_disconnect",git\transport.c,2,5
Function,"transport_fetch_refs",git\transport.c,8,17
Function,"transport_get",git\transport.c,13,62
Function,"transport_get_remote_refs",git\transport.c,2,4
Function,"transport_helper_init",git\transport-helper.c,2,13
Function,"transport_print_push_status",git\transport.c,13,26
Function,"transport_push",git\transport.c,24,72
Function,"transport_refs_pushed",git\transport.c,4,8
Function,"transport_set_option",git\transport.c,5,12
Function,"transport_set_verbosity",git\transport.c,5,8
Function,"transport_take_over",git\transport.c,2,18
Function,"transport_unlock_pack",git\transport.c,2,4
Function,"transport_update_tracking_ref",git\transport.c,5,13
Function,"transport_verify_remote_names",git\transport.c,6,12
Function,"traverse_commit_list",git\list-objects.c,9,31
Struct,"traverse_info",git\tree-walk.h,,0
Static Function,"traverse_one_object",git\builtin\fsck.c,4,9
Static Function,"traverse_path",git\builtin\merge-tree.c,1,2
Static Function,"traverse_path_len",git\tree-walk.h,1,1
Static Function,"traverse_reachable",git\builtin\fsck.c,3,12
Function,"traverse_trees",git\tree-walk.c,24,70
Static Function,"traverse_trees_recursive",git\unpack-trees.c,5,20
Static Function,"treat_directory",git\dir.c,9,15
Static Function,"treat_leading_path",git\dir.c,9,31
Static Function,"treat_one_path",git\dir.c,9,23
Static Function,"treat_path",git\dir.c,3,8
Struct,"tree",git\tree.h,,0
Struct,"tree",git\kwset.c,,0
File,"tree-diff.c",git\tree-diff.c,,156
File,"tree-walk.c",git\tree-walk.c,,352
File,"tree-walk.h",git\tree-walk.h,,5
File,"tree.c",git\tree.c,,131
File,"tree.h",git\tree.h,,0
Struct,"tree_content",git\fast-import.c,,0
Static Function,"tree_content_get",git\fast-import.c,11,30
Static Function,"tree_content_remove",git\fast-import.c,14,38
Static Function,"tree_content_replace",git\fast-import.c,3,7
Static Function,"tree_content_set",git\fast-import.c,16,55
Struct,"tree_desc",git\tree-walk.h,,0
Struct,"tree_desc_skip",git\tree-walk.c,,0
Struct,"tree_desc_x",git\tree-walk.c,,0
Function,"tree_entry",git\tree-walk.c,2,5
Struct,"tree_entry",git\fast-import.c,,0
Public Struct,"tree_entry::tree_entry_ms",git\fast-import.c,,0
Static Function,"tree_entry_extract",git\tree-walk.h,1,3
Function,"tree_entry_interesting",git\tree-walk.c,21,57
Static Function,"tree_entry_len",git\tree-walk.h,1,1
Static Function,"tree_is_complete",git\builtin\reflog.c,9,25
Struct,"tree_write_stack",git\notes.c,,0
Static Function,"tree_write_stack_finish_subtree",git\notes.c,4,14
Static Function,"tree_write_stack_init_subtree",git\notes.c,1,10
Static Function,"treedelta",git\kwset.c,3,6
Struct,"treeent",git\builtin\mktree.c,,0
Static Function,"treefails",git\kwset.c,6,16
Static Function,"treenext",git\kwset.c,2,5
Struct,"treesame_state",git\revision.c,,0
Struct,"trie",git\kwset.c,,0
Static Function,"trim_common_tail",git\xdiff-interface.c,6,16
Static Function,"truncate_fetch_head",git\builtin\fetch.c,2,6
Static Function,"truncate_pack",git\fast-import.c,2,3
Static Function,"try_create_file",git\builtin\apply.c,8,18
Static Function,"try_delta",git\builtin\pack-objects.c,25,89
Static Function,"try_difference",git\builtin\rev-parse.c,9,32
Static Function,"try_explicit_object_name",git\remote.c,3,7
Static Function,"try_lcs",git\xdiff\xhistogram.c,18,49
Function,"try_merge_command",git\merge.c,8,34
Static Function,"try_merge_strategy",git\builtin\merge.c,11,39
Static Function,"try_parent_shorthands",git\builtin\rev-parse.c,8,16
Static Function,"try_remove_empty_parents",git\refs.c,10,17
Static Function,"try_shell_exec",git\compat\mingw.c,6,22
Static Function,"try_threeway",git\builtin\apply.c,11,44
Static Function,"try_to_follow_renames",git\tree-diff.c,6,33
Static Function,"try_to_free_from_threads",git\builtin\pack-objects.c,1,3
Static Function,"try_to_free_pack_memory",git\sha1_file.c,1,1
Static Function,"try_to_simplify_commit",git\revision.c,24,59
Static Function,"two",git\test-sigchain.c,1,1
Function,"twoway_merge",git\unpack-trees.c,17,40
Function,"type_from_string",git\object.c,3,4
Static Function,"type_size_sort",git\builtin\pack-objects.c,10,19
Struct,"typelen",git\date.c,,0
Function,"typename",git\object.c,2,3
Static Function,"tz_with_colon_len",git\builtin\apply.c,4,10
Static Function,"udt_close_if_finished",git\transport-helper.c,3,7
Static Function,"udt_copy_task_routine",git\transport-helper.c,7,11
Static Function,"udt_do_read",git\transport-helper.c,5,17
Static Function,"udt_do_write",git\transport-helper.c,5,15
Static Function,"ulong_arg",git\fast-import.c,2,4
Function,"unable_to_lock_error",git\lockfile.c,1,4
Function,"unable_to_lock_index_die",git\lockfile.c,1,1
Static Function,"unable_to_lock_message",git\lockfile.c,2,11
Function,"unbundle",git\bundle.c,4,14
Struct,"unidirectional_transfer",git\transport-helper.c,,0
Static Function,"uniq",git\help.c,4,8
Static Function,"unique_in_pack",git\sha1_name.c,6,21
Static Function,"unique_path",git\merge-recursive.c,4,15
Static Function,"unique_tracking_name",git\builtin\checkout.c,2,9
File,"unistd.h",git\compat\vcbuild\include\unistd.h,,0
File,"unix-socket.c",git\unix-socket.c,,61
File,"unix-socket.h",git\unix-socket.h,,0
Static Function,"unix_sockaddr_cleanup",git\unix-socket.c,3,4
Struct,"unix_sockaddr_context",git\unix-socket.c,,0
Static Function,"unix_sockaddr_init",git\unix-socket.c,6,22
Function,"unix_stream_connect",git\unix-socket.c,3,12
Function,"unix_stream_listen",git\unix-socket.c,4,15
Static Function,"unix_stream_socket",git\unix-socket.c,2,4
Static Function,"unkeep_all_packs",git\fast-import.c,2,5
Static Function,"unlink_base_data",git\builtin\index-pack.c,2,6
Static Function,"unlink_entry",git\unpack-trees.c,3,5
Function,"unlink_or_warn",git\wrapper.c,1,1
Static Function,"unlink_rr_item",git\rerere.c,1,4
Static Function,"unload_one_branch",git\fast-import.c,6,21
Static Function,"unlock_mutex",git\builtin\index-pack.c,2,2
Static Function,"unlock_pack",git\builtin\fetch.c,3,4
Static Function,"unlock_pack_on_signal",git\builtin\fetch.c,1,3
Function,"unlock_ref",git\refs.c,2,5
Static Function,"unlock_remote",git\http-push.c,6,29
Static Function,"unmark_and_free",git\remote.c,2,5
Function,"unmerge_index",git\resolve-undo.c,4,7
Function,"unmerge_index_entry_at",git\resolve-undo.c,11,32
Function,"unmerge_marked_index",git\resolve-undo.c,4,6
Function,"unmerged_index",git\read-cache.c,3,4
Static Function,"unmerged_mask",git\wt-status.c,4,11
Static Function,"unpack",git\builtin\receive-pack.c,14,60
File,"unpack-file.c",git\builtin\unpack-file.c,,16
File,"unpack-objects.c",git\builtin\unpack-objects.c,,305
File,"unpack-trees.c",git\unpack-trees.c,,842
File,"unpack-trees.h",git\unpack-trees.h,,0
Static Function,"unpack_all",git\builtin\unpack-objects.c,6,18
Static Function,"unpack_callback",git\unpack-trees.c,19,47
Static Function,"unpack_compressed_entry",git\sha1_file.c,4,18
Static Function,"unpack_data",git\builtin\index-pack.c,13,43
Static Function,"unpack_delta_entry",git\builtin\unpack-objects.c,16,64
Function,"unpack_entry",git\sha1_file.c,27,107
Static Function,"unpack_entry_data",git\builtin\index-pack.c,10,32
Struct,"unpack_entry_stack_ent",git\sha1_file.c,,0
Static Function,"unpack_failed",git\unpack-trees.c,3,6
Static Function,"unpack_index_entry",git\unpack-trees.c,4,11
Static Function,"unpack_non_delta_entry",git\builtin\unpack-objects.c,2,5
Static Function,"unpack_nondirectories",git\unpack-trees.c,13,32
Function,"unpack_object_header",git\sha1_file.c,2,7
Function,"unpack_object_header_buffer",git\sha1_file.c,3,15
Static Function,"unpack_one",git\builtin\unpack-objects.c,9,30
Static Function,"unpack_raw_entry",git\builtin\index-pack.c,11,49
Static Function,"unpack_sha1_file",git\sha1_file.c,2,4
Function,"unpack_sha1_header",git\sha1_file.c,3,24
Static Function,"unpack_sha1_rest",git\sha1_file.c,7,23
Function,"unpack_trees",git\unpack-trees.c,33,92
Struct,"unpack_trees_options",git\unpack-trees.h,,0
Static Function,"unpack_with_sideband",git\builtin\receive-pack.c,3,10
Struct,"unpacked",git\builtin\pack-objects.c,,0
Struct,"unpacked_index_entry",git\diff-delta.c,,0
Function,"unplug_bulk_checkin",git\bulk-checkin.c,2,3
Function,"unquote_c_style",git\quote.c,21,41
Static Function,"unreachable",git\builtin\reflog.c,6,12
Function,"unregister_shallow",git\commit.c,3,9
Static Function,"unresolve_callback",git\builtin\update-index.c,3,9
